master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rf_score,segment,categories
3d0aa934-aabd-11e9-a2fc-000d3a38a36f,33,2.0,382.92,5,1,2,51,new_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
3d1ec178-d6c1-11e9-93bc-000d3a38a36f,127,3.0,274.94,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
3d307a80-ab0b-11e9-a2fc-000d3a38a36f,264,7.0,951.85,1,5,4,15,cant_loose,[ERKEK]
3da84cd6-b178-11e9-89fa-000d3a38a36f,238,12.0,1761.96,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
3dbe7886-185b-11ea-9213-000d3a38a36f,160,9.0,678.91,2,5,4,25,cant_loose,[AKTIFCOCUK]
3dc46c48-b035-11e9-9757-000d3a38a36f,29,2.0,354.47,5,1,2,51,new_customers,[ERKEK]
3e01ef60-9fc2-11e9-a2fc-000d3a38a36f,160,7.0,1503.69,2,5,5,25,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]"
3e06e4c6-55aa-11eb-9e65-000d3a38a36f,111,2.0,425.93,3,1,2,31,about_to_sleep,[ERKEK]
3e423638-be25-11ea-aa61-000d3a38a36f,125,3.0,652.66,3,2,3,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
3e54010a-bf15-11eb-8ef5-000d3a38a36f,6,2.0,609.8199999999999,5,1,3,51,new_customers,[AKTIFCOCUK]
3e8dba14-a705-11e9-a2fc-000d3a38a36f,206,7.0,1567.35,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
3ea07308-a744-11ea-bd63-000d3a38a36f,19,2.0,183.98,5,1,1,51,new_customers,[ERKEK]
3ebc7fc6-2d9f-11eb-8062-000d3a299ebf,109,2.0,326.96000000000004,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
3f1300f6-9dbf-11e9-9897-000d3a38a36f,154,14.0,1627.3500000000001,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
3f331854-a4b4-11e9-a2fc-000d3a38a36f,108,3.0,199.95000000000002,3,2,1,32,about_to_sleep,[ERKEK]
3f3add64-ad74-11e9-a2fc-000d3a38a36f,248,9.0,1554.92,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
3f3f6852-288a-11ea-b87a-000d3a38a36f,135,2.0,199.87,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
3f7aa818-b0e4-11e9-9757-000d3a38a36f,133,3.0,463.94,3,2,3,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
3f9f8cea-3056-11ea-bb28-000d3a38a36f,131,3.0,330.46,3,2,2,32,about_to_sleep,"[COCUK, AKTIFSPOR]"
3fdf406a-53c9-11ea-abe0-000d3a38a36f,32,2.0,533.83,5,1,3,51,new_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
3ff9a700-a24b-11e9-a2fc-000d3a38a36f,136,2.0,133.98,3,1,1,31,about_to_sleep,[ERKEK]
40150444-d71d-11e9-93bc-000d3a38a36f,90,3.0,385.89000000000004,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
4044b462-9cff-11e9-9897-000d3a38a36f,125,2.0,189.97,3,1,1,31,about_to_sleep,[ERKEK]
40584878-9dfa-11e9-9897-000d3a38a36f,241,7.0,1023.42,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
4079b0fc-d681-11e9-93bc-000d3a38a36f,15,2.0,289.97,5,1,1,51,new_customers,"[ERKEK, KADIN]"
40ce17b6-d6de-11e9-93bc-000d3a38a36f,332,8.0,1221.4,1,5,5,15,cant_loose,"[ERKEK, COCUK, KADIN]"
40eec926-39b1-11ea-85d6-000d3a38a36f,101,3.0,447.97,3,2,2,32,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
412b8fae-5316-11ea-acd3-000d3a38a36f,140,3.0,436.96000000000004,3,2,2,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
413ab3d6-b1bc-11e9-89fa-000d3a38a36f,6,2.0,170.48,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
413d2016-1e9b-11ea-aa32-000d3a38a36f,21,2.0,180.74,5,1,1,51,new_customers,[COCUK]
41402244-e168-11ea-b5cd-000d3a38a36f,116,2.0,394.48,3,1,2,31,about_to_sleep,[AKTIFCOCUK]
4172ddf8-2307-11ea-8523-000d3a38a36f,13,2.0,820.9200000000001,5,1,4,51,new_customers,"[ERKEK, AKTIFSPOR]"
41abf3ce-5b54-11ea-85a8-000d3a38a36f,110,2.0,212.96,3,1,1,31,about_to_sleep,[ERKEK]
41c16660-8b91-11ea-8ec0-000d3a38a36f,114,2.0,254.94,3,1,1,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
41e5719e-a6a5-11e9-a2fc-000d3a38a36f,105,2.0,99.97999999999999,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
4247c602-d6a5-11e9-93bc-000d3a38a36f,139,3.0,234.96999999999997,3,2,1,32,about_to_sleep,[AKTIFCOCUK]
424df598-1b58-11ea-9812-000d3a38a36f,202,10.0,1627.6,2,5,5,25,cant_loose,[AKTIFCOCUK]
4271fdf8-a59a-11eb-b07f-000d3a299ebf,104,3.0,242.64000000000001,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, COCUK]"
42813208-564c-11ea-b9b9-000d3a38a36f,190,7.0,829.88,2,5,4,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
42a6c718-5bf4-11ea-8384-000d3a38a36f,109,2.0,339.98,3,1,2,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
42fb6be6-a976-11e9-a2fc-000d3a38a36f,97,2.0,299.89,3,1,1,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
4307ebf0-25e5-11ea-8e1c-000d3a38a36f,8,2.0,222.97,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
431bcce4-52fc-11ea-9ade-000d3a38a36f,15,2.0,181.48,5,1,1,51,new_customers,"[AKTIFCOCUK, AKTIFSPOR]"
434b1d90-a2fe-11e9-a2fc-000d3a38a36f,92,3.0,334.96000000000004,3,2,2,32,about_to_sleep,"[ERKEK, KADIN]"
435cf73e-a7ba-11e9-a2fc-000d3a38a36f,174,18.0,2210.59,2,5,5,25,cant_loose,[ERKEK]
43978078-d191-11ea-b0fc-000d3a38a36f,14,2.0,175.48,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
43ed0660-a26c-11e9-a2fc-000d3a38a36f,209,8.0,1606.83,2,5,5,25,cant_loose,[ERKEK]
43edaeb2-1daf-11ea-8bf2-000d3a38a36f,147,7.0,1542.82,2,5,5,25,cant_loose,[AKTIFCOCUK]
43f81f40-a5dd-11e9-a2fc-000d3a38a36f,232,7.0,1095.76,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
44147d1c-22fa-11ea-8523-000d3a38a36f,130,3.0,253.96999999999997,3,2,1,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
446dece4-88d0-11ea-9c02-000d3a38a36f,92,3.0,332.8,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
449cdfe8-d422-11ea-9838-000d3a38a36f,135,2.0,409.96000000000004,3,1,2,31,about_to_sleep,"[COCUK, KADIN]"
44bce73c-a540-11e9-a2fc-000d3a38a36f,272,7.0,1087.08,1,5,5,15,cant_loose,"[ERKEK, AKTIFSPOR]"
44cb68d2-5eec-11ea-be5b-000d3a38a36f,12,2.0,155.97,5,1,1,51,new_customers,"[COCUK, KADIN]"
44e68c42-a822-11e9-a2fc-000d3a38a36f,141,2.0,334.96999999999997,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
451fcd3c-a565-11e9-a2fc-000d3a38a36f,121,2.0,204.72,3,1,1,31,about_to_sleep,[ERKEK]
455770fa-a80f-11e9-a2fc-000d3a38a36f,350,9.0,884.86,1,5,4,15,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
456ac9fa-567f-11eb-9e65-000d3a38a36f,9,2.0,302.96,5,1,2,51,new_customers,"[COCUK, KADIN]"
4580cba8-1334-11eb-8ffc-000d3a38a36f,142,2.0,248.71999999999997,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
45b47a70-b1ab-11e9-89fa-000d3a38a36f,234,20.0,3530.71,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
45cb15d0-15e4-11ea-aa74-000d3a38a36f,185,8.0,1886.56,2,5,5,25,cant_loose,"[COCUK, KADIN]"
45d90eb6-b0e9-11e9-9757-000d3a38a36f,110,3.0,479.97,3,2,3,32,about_to_sleep,"[ERKEK, COCUK]"
45efeeb0-5b2a-11ea-bae8-000d3a38a36f,141,3.0,369.88,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
45f161c0-62cb-11ea-9861-000d3a38a36f,130,2.0,230.47,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, ERKEK]"
46097e88-1cb5-11ea-a490-000d3a38a36f,134,2.0,425.98,3,1,2,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
460cdc08-18f1-11ea-9213-000d3a38a36f,236,7.0,1094.81,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
46232df8-af80-11e9-a2fc-000d3a38a36f,131,2.0,174.98000000000002,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
463850ea-b019-11e9-9757-000d3a38a36f,112,2.0,330.96,3,1,2,31,about_to_sleep,[COCUK]
4660bd3c-ee0d-11e9-9346-000d3a38a36f,186,9.0,1459.5500000000002,2,5,5,25,cant_loose,[COCUK]
467205a8-5bc5-11ea-abfe-000d3a38a36f,7,2.0,260.98,5,1,1,51,new_customers,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
468e0206-a51f-11e9-a2fc-000d3a38a36f,195,7.0,1349.12,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
46bd942c-7e07-11eb-8a68-000d3a38a36f,26,2.0,651.95,5,1,3,51,new_customers,"[ERKEK, KADIN]"
46e081c6-5b2b-11ea-b02e-000d3a38a36f,136,3.0,464.93,3,2,3,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
4700ae06-ab9f-11e9-a2fc-000d3a38a36f,186,15.0,3862.5699999999997,2,5,5,25,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
471cccdc-0952-11eb-8ffc-000d3a38a36f,93,2.0,174.98,3,1,1,31,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]"
4730571c-5b0a-11ea-a192-000d3a38a36f,120,3.0,537.18,3,2,3,32,about_to_sleep,[ERKEK]
4735760e-af55-11e9-a2fc-000d3a38a36f,14,2.0,370.88,5,1,2,51,new_customers,"[COCUK, KADIN]"
4739c9e2-545b-11ea-b1db-000d3a38a36f,133,2.0,199.98000000000002,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
47506640-a9eb-11e9-a2fc-000d3a38a36f,242,12.0,982.27,1,5,4,15,cant_loose,"[ERKEK, KADIN]"
47a43772-43fe-11ea-8b43-000d3a38a36f,9,2.0,489.79999999999995,5,1,3,51,new_customers,[ERKEK]
47b18f9e-ac46-11e9-a2fc-000d3a38a36f,207,7.0,766.4,2,5,4,25,cant_loose,[ERKEK]
47df565c-a8f6-11e9-a2fc-000d3a38a36f,23,2.0,253.06,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
480c5bf8-4d46-11ea-9c12-000d3a38a36f,14,2.0,444.96000000000004,5,1,2,51,new_customers,[COCUK]
482a44fc-58b1-11eb-9e65-000d3a38a36f,136,3.0,390.72,3,2,2,32,about_to_sleep,[ERKEK]
485315f6-49a9-11eb-806e-000d3a38a36f,9,2.0,763.98,5,1,4,51,new_customers,[ERKEK]
48598e72-9f86-11ea-80cd-000d3a38a36f,124,3.0,258.84999999999997,3,2,1,32,about_to_sleep,[AKTIFCOCUK]
4859fb9e-f5af-11ea-a533-000d3a38a36f,7,2.0,848.99,5,1,4,51,new_customers,"[COCUK, KADIN]"
485c5012-ddda-11e9-a848-000d3a38a36f,197,8.0,801.4200000000001,2,5,4,25,cant_loose,"[ERKEK, COCUK, AKTIFSPOR]"
4865bbe6-63c3-11eb-add3-000d3a38a36f,104,2.0,570.77,3,1,3,31,about_to_sleep,[ERKEK]
4865ec8c-4377-11ea-8b43-000d3a38a36f,188,7.0,976.2,2,5,4,25,cant_loose,[ERKEK]
4896788c-a6d5-11e9-a2fc-000d3a38a36f,260,19.0,2556.66,1,5,5,15,cant_loose,"[COCUK, AKTIFSPOR]"
48aef838-b118-11e9-9757-000d3a38a36f,364,9.0,805.8100000000001,1,5,4,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
48b3e19e-9750-11ea-a9c8-000d3a38a36f,142,2.0,271.95,3,1,1,31,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
48bcc796-f66a-11e9-841e-000d3a38a36f,102,3.0,119.97,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK]"
48c41c88-120f-11ea-a001-000d3a38a36f,27,2.0,225.95,5,1,1,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
492602f4-9fa5-11e9-a2fc-000d3a38a36f,153,7.0,1781.0700000000002,2,5,5,25,cant_loose,"[ERKEK, COCUK, KADIN]"
495a2208-40d8-11ea-8359-000d3a38a36f,107,3.0,297.9,3,2,1,32,about_to_sleep,[ERKEK]
49662a14-a8e5-11eb-8f64-000d3a299ebf,33,2.0,199.96,5,1,1,51,new_customers,"[COCUK, KADIN]"
4976592a-d614-11e9-93bc-000d3a38a36f,102,2.0,252.17000000000002,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
49798902-a57b-11e9-a2fc-000d3a38a36f,259,7.0,935.3100000000001,1,5,4,15,cant_loose,"[ERKEK, KADIN]"
497f782c-a151-11e9-a2fc-000d3a38a36f,193,7.0,774.1700000000001,2,5,4,25,cant_loose,"[ERKEK, KADIN]"
4a0abb04-2c65-11ea-b752-000d3a38a36f,108,3.0,567.72,3,2,3,32,about_to_sleep,"[COCUK, AKTIFSPOR]"
4a2c26de-26bd-11ea-aaaa-000d3a38a36f,143,2.0,306.87,3,1,2,31,about_to_sleep,[AKTIFCOCUK]
4a56c86a-a762-11e9-a2fc-000d3a38a36f,154,25.0,4620.07,2,5,5,25,cant_loose,[ERKEK]
4a711e3a-f12d-11e9-9346-000d3a38a36f,30,2.0,224.47,5,1,1,51,new_customers,[AKTIFCOCUK]
4a72cd08-4923-11eb-806e-000d3a38a36f,139,2.0,595.63,3,1,3,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
4aaa488c-ddd1-11e9-a848-000d3a38a36f,89,2.0,169.97,3,1,1,31,about_to_sleep,[ERKEK]
4aaa8c08-a4dc-11e9-a2fc-000d3a38a36f,136,2.0,274.96999999999997,3,1,1,31,about_to_sleep,"[ERKEK, COCUK, AKTIFSPOR]"
4add0618-2e99-11eb-a8d1-000d3a299ebf,111,3.0,365.88,3,2,2,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
4b041628-a956-11e9-a2fc-000d3a38a36f,224,9.0,802.86,2,5,4,25,cant_loose,[ERKEK]
4b34ca7a-483e-11ea-b6c0-000d3a38a36f,28,2.0,317.21999999999997,5,1,2,51,new_customers,[ERKEK]
4b3f6bee-bbb9-11ea-a0c9-000d3a38a36f,9,2.0,173.86,5,1,1,51,new_customers,"[ERKEK, KADIN]"
4b7701c4-d6ab-11e9-93bc-000d3a38a36f,100,3.0,514.95,3,2,3,32,about_to_sleep,[COCUK]
4be27d1c-d61c-11e9-93bc-000d3a38a36f,296,7.0,731.89,1,5,4,15,cant_loose,"[COCUK, KADIN, AKTIFSPOR]"
4c270cc4-9dab-11e9-9897-000d3a38a36f,178,18.0,1786.94,2,5,5,25,cant_loose,[ERKEK]
4c3b7e74-9f28-11e9-9897-000d3a38a36f,276,8.0,1160.15,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
4c6f5e56-5436-11ea-b1db-000d3a38a36f,99,3.0,241.97,3,2,1,32,about_to_sleep,"[ERKEK, COCUK]"
4c7d87f0-a52d-11e9-a2fc-000d3a38a36f,315,11.0,1586.75,1,5,5,15,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
4c9bd8b0-9f4a-11e9-9897-000d3a38a36f,351,12.0,1550.59,1,5,5,15,cant_loose,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
4ccb9578-a5a8-11e9-a2fc-000d3a38a36f,235,18.0,1193.06,1,5,5,15,cant_loose,[ERKEK]
4d1248ac-2301-11ea-8523-000d3a38a36f,94,3.0,437.45000000000005,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
4d4eea90-f5a8-11e9-841e-000d3a38a36f,176,7.0,2173.0299999999997,2,5,5,25,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
4d8341d0-680e-11eb-b5d7-000d3a38a36f,103,2.0,499.89,3,1,3,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
4dc5ed3e-bbaa-11ea-a0c9-000d3a38a36f,30,2.0,251.07,5,1,1,51,new_customers,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
4dd29088-a527-11e9-a2fc-000d3a38a36f,345,7.0,615.9300000000001,1,5,3,15,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN]"
4de278b6-7b16-11ea-8f20-000d3a38a36f,108,2.0,202.97,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
4de64de4-c9ca-11ea-a31e-000d3a38a36f,105,2.0,295.04,3,1,1,31,about_to_sleep,[ERKEK]
4e07b2fe-131c-11eb-8ffc-000d3a38a36f,106,3.0,179.97,3,2,1,32,about_to_sleep,"[COCUK, KADIN]"
4e08e5c4-a53c-11e9-a2fc-000d3a38a36f,5,2.0,413.14,5,1,2,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4e332a7e-24d4-11ea-bf27-000d3a38a36f,25,2.0,627.47,5,1,3,51,new_customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
4e79e150-86a7-11ea-b356-000d3a38a36f,141,2.0,448.39,3,1,2,31,about_to_sleep,[COCUK]
4e8edada-ddcc-11e9-a848-000d3a38a36f,16,2.0,142.97,5,1,1,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
4ead3892-9e2d-11e9-9897-000d3a38a36f,93,3.0,145.96,3,2,1,32,about_to_sleep,"[ERKEK, COCUK]"
4ecc3b88-f5b2-11ea-a533-000d3a38a36f,34,2.0,589.9100000000001,5,1,3,51,new_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
4ed6fd92-b0fe-11e9-9757-000d3a38a36f,262,11.0,1417.92,1,5,5,15,cant_loose,[ERKEK]
4f3c5c7e-6a38-11eb-b5d7-000d3a38a36f,106,3.0,746.94,3,2,4,32,about_to_sleep,"[COCUK, KADIN]"
4f4973f4-a4f6-11e9-a2fc-000d3a38a36f,117,3.0,588.1500000000001,3,2,3,32,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
4f81ec18-5b9c-11ea-a24e-000d3a38a36f,88,3.0,364.97,3,2,2,32,about_to_sleep,[ERKEK]
4f871f12-a51c-11e9-a2fc-000d3a38a36f,6,2.0,369.97,5,1,2,51,new_customers,[ERKEK]
4f9bc9bc-a9c2-11e9-a2fc-000d3a38a36f,92,3.0,554.14,3,2,3,32,about_to_sleep,[AKTIFCOCUK]
4fa69378-9d57-11e9-9897-000d3a38a36f,259,8.0,1259.11,1,5,5,15,cant_loose,[AKTIFCOCUK]
4faf6070-5dd1-11eb-8dbd-000d3a38a36f,34,2.0,369.98,5,1,2,51,new_customers,"[ERKEK, COCUK, KADIN]"
4fe90518-b220-11e9-b5cf-000d3a38a36f,148,17.0,1765.68,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
4ff1c4b0-ff2c-11e9-a5e8-000d3a38a36f,124,3.0,510.29,3,2,3,32,about_to_sleep,"[COCUK, AKTIFSPOR]"
50001284-2189-11ea-9618-000d3a38a36f,180,8.0,714.9100000000001,2,5,4,25,cant_loose,"[ERKEK, AKTIFSPOR]"
5054a94e-1db9-11ea-8bf2-000d3a38a36f,102,2.0,509.95000000000005,3,1,3,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
50564270-8760-11ea-ace9-000d3a38a36f,106,3.0,355.93,3,2,2,32,about_to_sleep,[ERKEK]
506069d8-9f50-11e9-9897-000d3a38a36f,148,10.0,499.87,2,5,3,25,cant_loose,[COCUK]
506d7a64-5bad-11ea-92cf-000d3a38a36f,108,2.0,205.97,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
5090f468-5bca-11ea-89eb-000d3a38a36f,16,2.0,176.23,5,1,1,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
50be644a-b146-11e9-9757-000d3a38a36f,106,2.0,160.87,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
50dc79f0-491f-11ea-b6c0-000d3a38a36f,125,2.0,149.98,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
5115d89e-ad4d-11e9-a2fc-000d3a38a36f,131,2.0,760.28,3,1,4,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
51176ddc-ad0f-11e9-a2fc-000d3a38a36f,33,2.0,299.87,5,1,1,51,new_customers,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
51538fca-468d-11ea-b6c0-000d3a38a36f,126,2.0,164.96,3,1,1,31,about_to_sleep,"[COCUK, KADIN]"
51546b1c-a79a-11e9-a2fc-000d3a38a36f,231,15.0,2821.04,2,5,5,25,cant_loose,[ERKEK]
515df66c-a1ed-11e9-a2fc-000d3a38a36f,107,2.0,114.97,3,1,1,31,about_to_sleep,[COCUK]
51b4f2ba-a200-11e9-a2fc-000d3a38a36f,23,2.0,243.12,5,1,1,51,new_customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
51c6dab0-d9fb-11e9-93bc-000d3a38a36f,89,2.0,267.18,3,1,1,31,about_to_sleep,[COCUK]
51d05f94-2380-11ea-8523-000d3a38a36f,24,2.0,282.96,5,1,1,51,new_customers,"[COCUK, AKTIFSPOR]"
51d524f0-9ead-11e9-9897-000d3a38a36f,299,8.0,611.67,1,5,3,15,cant_loose,"[ERKEK, COCUK, KADIN]"
51fb994e-d6fe-11e9-93bc-000d3a38a36f,99,3.0,249.36,3,2,1,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
5222f3ae-af12-11e9-a2fc-000d3a38a36f,222,30.0,3125.2799999999997,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
5249b58c-2bfb-11ea-91ab-000d3a38a36f,325,37.0,4041.68,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
52c22686-5b10-11ea-a7b3-000d3a38a36f,317,7.0,829.6800000000001,1,5,4,15,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
5312c8be-b03b-11e9-9757-000d3a38a36f,138,2.0,384.97,3,1,2,31,about_to_sleep,"[COCUK, KADIN]"
531920b8-2a44-11eb-b280-000d3a38a36f,3,2.0,520.72,5,1,3,51,new_customers,"[COCUK, KADIN]"
5338aa14-a9b7-11e9-a2fc-000d3a38a36f,120,2.0,179.95999999999998,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
53771782-9dbd-11e9-9897-000d3a38a36f,123,2.0,142.98,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
53798d5c-5bed-11ea-bbd5-000d3a38a36f,88,3.0,733.3299999999999,3,2,4,32,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]"
53905f18-5b53-11ea-ae40-000d3a38a36f,106,2.0,261.98,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
53af21f0-b216-11e9-89fa-000d3a38a36f,8,2.0,567.91,5,1,3,51,new_customers,[ERKEK]
53edbc6c-622e-11ea-9d1a-000d3a38a36f,143,2.0,178.45,3,1,1,31,about_to_sleep,[ERKEK]
541ddfd8-a987-11e9-a2fc-000d3a38a36f,91,2.0,334.96,3,1,2,31,about_to_sleep,"[ERKEK, KADIN]"
542af5f0-4c5c-11eb-806e-000d3a38a36f,97,2.0,209.98000000000002,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
545c5724-5b50-11ea-a647-000d3a38a36f,85,3.0,249.95999999999998,3,2,1,32,about_to_sleep,[AKTIFCOCUK]
545d08e8-ac1b-11e9-a2fc-000d3a38a36f,133,3.0,448.67,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
54694768-74fa-11ea-bb48-000d3a38a36f,25,2.0,140.98,5,1,1,51,new_customers,"[AKTIFCOCUK, ERKEK, COCUK]"
54ab4dd6-2d99-11eb-8062-000d3a299ebf,92,3.0,292.52,3,2,1,32,about_to_sleep,[ERKEK]
54b09480-b616-11ea-a78c-000d3a38a36f,32,2.0,210.45999999999998,5,1,1,51,new_customers,"[AKTIFCOCUK, AKTIFSPOR]"
54e7884e-6b0e-11ea-9d38-000d3a38a36f,25,2.0,302.47,5,1,2,51,new_customers,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
54f468d6-a8b1-11e9-a2fc-000d3a38a36f,8,2.0,160.48,5,1,1,51,new_customers,"[AKTIFCOCUK, COCUK]"
55002b0e-298e-11ea-b87a-000d3a38a36f,138,3.0,259.96999999999997,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, COCUK]"
5516508e-24e1-11ea-bf27-000d3a38a36f,90,2.0,258.96999999999997,3,1,1,31,about_to_sleep,"[ERKEK, COCUK, AKTIFSPOR]"
5548a57a-b25d-11ea-b736-000d3a38a36f,104,3.0,431.43,3,2,2,32,about_to_sleep,[AKTIFCOCUK]
5549de46-61bc-11ea-8dd8-000d3a38a36f,122,3.0,318.92999999999995,3,2,2,32,about_to_sleep,"[ERKEK, KADIN]"
55747b2c-9ef0-11e9-9897-000d3a38a36f,88,3.0,179.97,3,2,1,32,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]"
55956072-ae44-11e9-a2fc-000d3a38a36f,319,8.0,1451.3500000000001,1,5,5,15,cant_loose,[COCUK]
55d1f3b2-a7d6-11e9-a2fc-000d3a38a36f,214,7.0,696.47,2,5,4,25,cant_loose,"[COCUK, KADIN, AKTIFSPOR]"
55f2d9c0-a35c-11e9-a2fc-000d3a38a36f,109,3.0,700.25,3,2,4,32,about_to_sleep,"[AKTIFCOCUK, COCUK]"
56200cdc-a9ed-11e9-a2fc-000d3a38a36f,207,9.0,1157.62,2,5,5,25,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
562a478a-aca7-11e9-a2fc-000d3a38a36f,131,3.0,803.37,3,2,4,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
562b8c98-b031-11e9-9757-000d3a38a36f,204,13.0,2754.59,2,5,5,25,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
56455608-5b96-11ea-bccf-000d3a38a36f,131,2.0,205.98,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, ERKEK]"
