master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rf_score,segment,categories
7b2dc002-9eb0-11e9-9897-000d3a38a36f,187,7.0,837.6400000000001,2,5,4,25,cant_loose,"[ERKEK, AKTIFSPOR]"
7b34af80-b04d-11e9-9757-000d3a38a36f,9,2.0,280.85,5,1,1,51,new_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
7b67008c-5bd0-11ea-bf85-000d3a38a36f,30,2.0,353.46,5,1,2,51,new_customers,[AKTIFCOCUK]
7b8e2532-ad24-11e9-a2fc-000d3a38a36f,283,7.0,612.13,1,5,3,15,cant_loose,[ERKEK]
7b920376-a7a9-11e9-a2fc-000d3a38a36f,233,18.0,2398.54,2,5,5,25,cant_loose,[COCUK]
7b9a7fc8-a395-11e9-a2fc-000d3a38a36f,126,2.0,455.90999999999997,3,1,3,31,about_to_sleep,"[ERKEK, KADIN]"
7b9ea0f6-b16b-11e9-89fa-000d3a38a36f,5,2.0,352.68,5,1,2,51,new_customers,"[AKTIFCOCUK, COCUK]"
7be69a80-ac2c-11e9-a2fc-000d3a38a36f,202,7.0,721.92,2,5,4,25,cant_loose,"[ERKEK, AKTIFSPOR]"
7bf5f6c6-9d02-11e9-9897-000d3a38a36f,192,10.0,1022.48,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
7bf8b81c-d7ad-11e9-93bc-000d3a38a36f,10,2.0,239.34,5,1,1,51,new_customers,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
7c303b82-4c58-11ea-a626-000d3a38a36f,7,2.0,168.88,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
7c426946-4b5f-11ea-a626-000d3a38a36f,95,2.0,629.89,3,1,3,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
7c4f5492-af1c-11e9-a2fc-000d3a38a36f,134,3.0,255.96999999999997,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, COCUK]"
7c9b3e10-72db-11ea-92d0-000d3a38a36f,91,2.0,239.97000000000003,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
7ca20514-2ed5-11ea-8467-000d3a38a36f,32,2.0,451.91,5,1,2,51,new_customers,[ERKEK]
7cb1c37c-a169-11e9-a2fc-000d3a38a36f,117,2.0,194.95999999999998,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
7ce3629c-75f8-11ea-b23f-000d3a38a36f,224,7.0,1192.68,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
7cefecc8-27b6-11ea-aaaa-000d3a38a36f,207,7.0,907.87,2,5,4,25,cant_loose,"[AKTIFCOCUK, ERKEK]"
7d2724c2-ae3f-11e9-a2fc-000d3a38a36f,318,7.0,1505.19,1,5,5,15,cant_loose,[ERKEK]
7d515d86-47c4-11ea-b6c0-000d3a38a36f,92,3.0,314.71,3,2,2,32,about_to_sleep,[ERKEK]
7d5d627c-ab37-11e9-a2fc-000d3a38a36f,187,13.0,1500.75,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
7d64e640-aec1-11e9-a2fc-000d3a38a36f,187,8.0,537.79,2,5,3,25,cant_loose,"[ERKEK, KADIN]"
7d8897f4-f8a7-11e9-b138-000d3a38a36f,92,2.0,169.96,3,1,1,31,about_to_sleep,[ERKEK]
7dc17caa-6f52-11ea-b40c-000d3a38a36f,322,7.0,422.43,1,5,2,15,cant_loose,"[COCUK, AKTIFSPOR]"
7dcd7e8a-9e31-11e9-9897-000d3a38a36f,106,3.0,365.96,3,2,2,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
7ddd64f4-aa06-11e9-a2fc-000d3a38a36f,136,3.0,177.47,3,2,1,32,about_to_sleep,[COCUK]
7e29a3bc-acdd-11e9-a2fc-000d3a38a36f,110,2.0,559.98,3,1,3,31,about_to_sleep,"[ERKEK, KADIN]"
7e5b4654-a816-11e9-a2fc-000d3a38a36f,304,7.0,828.8100000000001,1,5,4,15,cant_loose,"[ERKEK, AKTIFSPOR]"
7e6d1820-1fdf-11ea-87bf-000d3a38a36f,85,3.0,416.52000000000004,3,2,2,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
7e787df6-afbd-11e9-9757-000d3a38a36f,353,7.0,1369.89,1,5,5,15,cant_loose,[ERKEK]
7e7fd704-6ecf-11eb-bdb8-000d3a38a36f,16,2.0,238.86,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
7e8fbafa-1883-11ea-9213-000d3a38a36f,254,7.0,1020.88,1,5,5,15,cant_loose,[AKTIFCOCUK]
7e9d2590-a953-11e9-a2fc-000d3a38a36f,238,10.0,775.8100000000001,1,5,4,15,cant_loose,"[ERKEK, KADIN]"
7ea7a1b6-29e9-11ea-87cc-000d3a38a36f,183,7.0,1819.5100000000002,2,5,5,25,cant_loose,"[COCUK, KADIN]"
7ebbf8b2-2e05-11ea-9ad5-000d3a38a36f,99,2.0,314.34000000000003,3,1,2,31,about_to_sleep,[COCUK]
7ebd4990-ac93-11e9-a2fc-000d3a38a36f,184,10.0,1090.6399999999999,2,5,5,25,cant_loose,"[COCUK, AKTIFSPOR]"
7f2d1dd8-ac2f-11e9-a2fc-000d3a38a36f,246,11.0,1220.76,1,5,5,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
7f4462a6-a1b5-11e9-a2fc-000d3a38a36f,111,2.0,131.95999999999998,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
7f6b8a4c-aaad-11e9-a2fc-000d3a38a36f,102,2.0,284.98,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]"
7f97d294-d6bf-11e9-93bc-000d3a38a36f,5,2.0,241.98000000000002,5,1,1,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
7f9f4caa-a176-11e9-a2fc-000d3a38a36f,88,2.0,275.98,3,1,1,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
7fabb2aa-a89d-11e9-a2fc-000d3a38a36f,246,13.0,1699.79,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
7fdcb748-61d8-11ea-8dd8-000d3a38a36f,176,12.0,4024.6299999999997,2,5,5,25,cant_loose,"[ERKEK, KADIN]"
801406f6-af65-11e9-a2fc-000d3a38a36f,358,7.0,756.2,1,5,4,15,cant_loose,[ERKEK]
80217efa-a3ba-11e9-a2fc-000d3a38a36f,107,2.0,184.37,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, ERKEK]"
802715e4-214c-11ea-9618-000d3a38a36f,202,9.0,1069.68,2,5,5,25,cant_loose,[ERKEK]
80393b84-99b0-11ea-a274-000d3a38a36f,103,2.0,134.97,3,1,1,31,about_to_sleep,[ERKEK]
80446308-a701-11e9-a2fc-000d3a38a36f,336,7.0,843.89,1,5,4,15,cant_loose,"[AKTIFCOCUK, KADIN]"
805d1364-ee08-11e9-9346-000d3a38a36f,318,8.0,815.79,1,5,4,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
8065d526-7fa8-11ea-80af-000d3a38a36f,131,2.0,510.70000000000005,3,1,3,31,about_to_sleep,"[COCUK, KADIN]"
808005da-a511-11e9-a2fc-000d3a38a36f,216,8.0,1298.84,2,5,5,25,cant_loose,"[ERKEK, KADIN]"
8097e5a8-b4a3-11eb-801d-000d3a38a36f,8,2.0,319.61,5,1,2,51,new_customers,"[ERKEK, AKTIFSPOR]"
809c3192-e549-11e9-ad00-000d3a38a36f,8,2.0,149.73,5,1,1,51,new_customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
80a5c33e-a92f-11e9-a2fc-000d3a38a36f,142,2.0,339.98,3,1,2,31,about_to_sleep,"[ERKEK, KADIN]"
80d5c4bc-a5d3-11e9-a2fc-000d3a38a36f,283,8.0,1006.03,1,5,4,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
80d6fe5c-a292-11e9-a2fc-000d3a38a36f,34,2.0,259.98,5,1,1,51,new_customers,"[ERKEK, COCUK, AKTIFSPOR]"
80ed220e-af0d-11e9-a2fc-000d3a38a36f,160,16.0,1814.3700000000001,2,5,5,25,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN]"
8101a164-fa3c-11e9-b138-000d3a38a36f,27,2.0,199.98000000000002,5,1,1,51,new_customers,[COCUK]
811594f0-fb42-11ea-9564-000d3a38a36f,14,2.0,124.97999999999999,5,1,1,51,new_customers,[AKTIFCOCUK]
81403348-a406-11e9-a2fc-000d3a38a36f,189,8.0,789.4,2,5,4,25,cant_loose,[AKTIFCOCUK]
81565fbc-a792-11e9-a2fc-000d3a38a36f,86,2.0,498.84000000000003,3,1,3,31,about_to_sleep,[ERKEK]
8172fccc-16d0-11eb-8d74-000d3a38a36f,103,3.0,179.97,3,2,1,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
8176b7b2-9fae-11e9-a2fc-000d3a38a36f,152,8.0,1100.56,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK]"
8180f6d2-ee0f-11e9-9346-000d3a38a36f,100,3.0,289.96,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, COCUK]"
81831074-d6d2-11e9-93bc-000d3a38a36f,92,3.0,707.6400000000001,3,2,4,32,about_to_sleep,"[ERKEK, COCUK, AKTIFSPOR]"
81a851ee-4397-11eb-806e-000d3a38a36f,24,2.0,384.65000000000003,5,1,2,51,new_customers,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
81b9e456-e2ed-11e9-ad00-000d3a38a36f,117,3.0,442.99,3,2,2,32,about_to_sleep,"[ERKEK, KADIN]"
81c37e08-0151-11ea-a5e8-000d3a38a36f,113,3.0,296.85,3,2,1,32,about_to_sleep,"[ERKEK, COCUK]"
81dbdff2-a4a4-11e9-a2fc-000d3a38a36f,86,2.0,123.57000000000001,3,1,1,31,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]"
81f376de-490f-11ea-b6c0-000d3a38a36f,100,2.0,288.46,3,1,1,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
820b978c-31ee-11eb-860c-000d3a38a36f,16,2.0,766.9000000000001,5,1,4,51,new_customers,[COCUK]
8238996a-3ede-11eb-806e-000d3a38a36f,115,2.0,314.96999999999997,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]"
82722ed2-be3c-11ea-aa61-000d3a38a36f,132,2.0,225.86,3,1,1,31,about_to_sleep,[ERKEK]
82824bce-aa91-11e9-a2fc-000d3a38a36f,243,7.0,835.62,1,5,4,15,cant_loose,[COCUK]
829e7b22-f5b5-11e9-841e-000d3a38a36f,106,2.0,169.97,3,1,1,31,about_to_sleep,[ERKEK]
82a46650-1198-11ea-846f-000d3a38a36f,93,3.0,374.97,3,2,2,32,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
82badfc6-710f-11ea-ad37-000d3a38a36f,13,2.0,835.37,5,1,4,51,new_customers,[ERKEK]
830c763a-7806-11ea-9b70-000d3a38a36f,207,7.0,1300.42,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
83338bf0-1242-11ea-a001-000d3a38a36f,99,3.0,526.46,3,2,3,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
834b3dac-d517-11ea-8606-000d3a38a36f,129,2.0,180.48,3,1,1,31,about_to_sleep,[COCUK]
8356ecac-ab69-11e9-a2fc-000d3a38a36f,235,10.0,875.01,1,5,4,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
835ba738-1e0a-11ea-8bf2-000d3a38a36f,163,7.0,1669.65,2,5,5,25,cant_loose,"[COCUK, KADIN]"
83625d54-120b-11ea-916f-000d3a38a36f,138,3.0,769.96,3,2,4,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
8370f4c6-9e0d-11e9-9897-000d3a38a36f,133,3.0,853.96,3,2,4,32,about_to_sleep,[ERKEK]
8388e810-1c33-11eb-8d74-000d3a38a36f,90,2.0,261.89,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
839490ea-5bac-11ea-aa7a-000d3a38a36f,124,2.0,682.3499999999999,3,1,4,31,about_to_sleep,"[COCUK, KADIN]"
83b52cc8-18fa-11ea-9213-000d3a38a36f,98,2.0,243.98000000000002,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
83d607a6-e0fe-11e9-957d-000d3a38a36f,107,3.0,550.86,3,2,3,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
83da62b2-a47f-11e9-a2fc-000d3a38a36f,353,10.0,1135.83,1,5,5,15,cant_loose,[ERKEK]
83f6c992-5686-11eb-9e65-000d3a38a36f,133,2.0,680.0799999999999,3,1,4,31,about_to_sleep,[ERKEK]
8420d0ce-5bec-11ea-ac86-000d3a38a36f,199,8.0,1152.05,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]"
8459be4a-1d29-11ea-a490-000d3a38a36f,208,10.0,2437.2400000000002,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
845aea48-8be9-11ea-8ec0-000d3a38a36f,140,3.0,405.7,3,2,2,32,about_to_sleep,[COCUK]
846ba30c-8b4c-11eb-95e7-000d3a38a36f,21,2.0,162.79,5,1,1,51,new_customers,"[COCUK, KADIN, AKTIFSPOR]"
84dc58b6-aaf4-11e9-a2fc-000d3a38a36f,169,8.0,1011.34,2,5,4,25,cant_loose,"[ERKEK, COCUK, KADIN]"
850466c2-5be6-11eb-8dbd-000d3a38a36f,31,2.0,266.95,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
850dc6be-29c8-11ea-87cc-000d3a38a36f,137,3.0,402.94,3,2,2,32,about_to_sleep,"[COCUK, KADIN, AKTIFSPOR]"
851de3b4-8f0c-11eb-8cb8-000d3a38a36f,9,2.0,1725.38,5,1,5,51,new_customers,[AKTIFCOCUK]
85352c22-5b55-11ea-ae44-000d3a38a36f,133,3.0,392.11,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
855e7464-acf1-11e9-a2fc-000d3a38a36f,218,7.0,919.4300000000001,2,5,4,25,cant_loose,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
85847168-edf2-11e9-9346-000d3a38a36f,89,3.0,379.95,3,2,2,32,about_to_sleep,"[ERKEK, KADIN]"
85853c62-51d2-11ea-a243-000d3a38a36f,110,3.0,279.96999999999997,3,2,1,32,about_to_sleep,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
85a5f8b0-2ba5-11ea-853d-000d3a38a36f,261,7.0,451.40999999999997,1,5,2,15,cant_loose,"[ERKEK, COCUK]"
85cb3e36-a8dd-11e9-a2fc-000d3a38a36f,266,7.0,797.51,1,5,4,15,cant_loose,"[AKTIFCOCUK, ERKEK, KADIN]"
868e3746-7f61-11ea-80af-000d3a38a36f,87,3.0,507.96000000000004,3,2,3,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
86f20090-3fca-11ea-aa6b-000d3a38a36f,89,3.0,392.85,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
870b6044-9c54-11ea-a27a-000d3a38a36f,89,2.0,110.87,3,1,1,31,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
87498558-9d9b-11e9-9897-000d3a38a36f,311,11.0,1176.8,1,5,5,15,cant_loose,[ERKEK]
8760dbfc-4563-11ea-acaf-000d3a38a36f,4,2.0,297.46999999999997,5,1,1,51,new_customers,"[AKTIFCOCUK, COCUK]"
879a75e8-2942-11ea-b87a-000d3a38a36f,21,2.0,214.97000000000003,5,1,1,51,new_customers,[ERKEK]
87f5bab0-665b-11ea-82da-000d3a38a36f,31,2.0,88.98,5,1,1,51,new_customers,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
87f973e8-ff0f-11e9-a5e8-000d3a38a36f,119,2.0,329.98,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
880a4c80-9786-11ea-a9c8-000d3a38a36f,210,8.0,1544.9,2,5,5,25,cant_loose,"[ERKEK, AKTIFSPOR]"
882bd402-fb0c-11e9-b138-000d3a38a36f,87,2.0,379.91,3,1,2,31,about_to_sleep,"[COCUK, AKTIFSPOR]"
8853a1c4-9fa1-11e9-a2fc-000d3a38a36f,282,13.0,427.25,1,5,2,15,cant_loose,"[AKTIFCOCUK, AKTIFSPOR]"
8884c4ba-8506-11eb-bceb-000d3a38a36f,31,2.0,407.48,5,1,2,51,new_customers,"[ERKEK, AKTIFSPOR]"
88b0613a-33ec-11eb-9a15-000d3a38a36f,89,2.0,659.29,3,1,3,31,about_to_sleep,[ERKEK]
88cb9776-a373-11e9-a2fc-000d3a38a36f,31,2.0,151.86,5,1,1,51,new_customers,[ERKEK]
88f0600a-2849-11ea-b87a-000d3a38a36f,204,7.0,915.53,2,5,4,25,cant_loose,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
89050dcc-dd69-11ea-9c1f-000d3a38a36f,28,2.0,699.89,5,1,4,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
89096600-b151-11e9-9757-000d3a38a36f,16,2.0,821.94,5,1,4,51,new_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
895af56a-5b92-11ea-9caa-000d3a38a36f,240,8.0,274.42,1,5,1,15,cant_loose,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
8970a244-5721-11eb-9e65-000d3a38a36f,136,2.0,214.35,3,1,1,31,about_to_sleep,[AKTIFCOCUK]
89784bc0-a570-11e9-a2fc-000d3a38a36f,254,10.0,1652.53,1,5,5,15,cant_loose,[ERKEK]
89937566-1c59-11ea-a490-000d3a38a36f,26,2.0,515.7,5,1,3,51,new_customers,[COCUK]
89cc504e-9cf0-11ea-a27a-000d3a38a36f,17,2.0,579.9100000000001,5,1,3,51,new_customers,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
8a098678-61c5-11ea-8dd8-000d3a38a36f,25,2.0,244.38,5,1,1,51,new_customers,[ERKEK]
8a29741a-a4f6-11e9-a2fc-000d3a38a36f,203,7.0,1010.37,2,5,4,25,cant_loose,"[AKTIFCOCUK, KADIN]"
8a34e73a-bc9d-11eb-8ef5-000d3a38a36f,7,2.0,276.98,5,1,1,51,new_customers,"[ERKEK, COCUK, AKTIFSPOR]"
8a3a8022-ae9f-11e9-a2fc-000d3a38a36f,195,7.0,1403.04,2,5,5,25,cant_loose,[ERKEK]
8a3c5fa8-f743-11ea-a533-000d3a38a36f,16,2.0,338.52,5,1,2,51,new_customers,"[AKTIFCOCUK, ERKEK]"
8a49679c-8d5e-11ea-8f41-000d3a38a36f,100,2.0,170.97,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
8ab4dba6-66c3-11ea-82da-000d3a38a36f,9,2.0,429.99,5,1,2,51,new_customers,[AKTIFCOCUK]
8af3d094-ac75-11e9-a2fc-000d3a38a36f,341,7.0,1333.83,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
8b30ff7e-b1ec-11e9-89fa-000d3a38a36f,110,2.0,359.98,3,1,2,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
8b6ef8c2-6260-11ea-9861-000d3a38a36f,260,9.0,1457.27,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
8b80edc6-9748-11ea-a9c8-000d3a38a36f,5,2.0,509.86,5,1,3,51,new_customers,"[AKTIFCOCUK, AKTIFSPOR]"
8b829248-5b20-11ea-ba36-000d3a38a36f,28,2.0,651.9100000000001,5,1,3,51,new_customers,[ERKEK]
8bc997c6-28a6-11ea-b87a-000d3a38a36f,24,2.0,751.85,5,1,4,51,new_customers,[ERKEK]
8bd258a8-987b-11ea-9d91-000d3a38a36f,5,2.0,1044.41,5,1,5,51,new_customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
8bdf7e46-44fe-11ea-acaf-000d3a38a36f,115,3.0,349.96000000000004,3,2,2,32,about_to_sleep,[ERKEK]
8c03fea2-43a3-11eb-806e-000d3a38a36f,114,2.0,207.94,3,1,1,31,about_to_sleep,"[ERKEK, KADIN]"
8c10dada-99cd-11ea-a274-000d3a38a36f,13,2.0,129.97,5,1,1,51,new_customers,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
8c3cec06-a6f8-11e9-a2fc-000d3a38a36f,301,10.0,1474.92,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
8c4f2812-1edf-11ea-81ff-000d3a38a36f,137,2.0,369.97,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN]"
8c779e68-aed8-11e9-a2fc-000d3a38a36f,16,2.0,368.93,5,1,2,51,new_customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
8cf14426-8546-11ea-80af-000d3a38a36f,111,2.0,208.87,3,1,1,31,about_to_sleep,[COCUK]
8cface6c-568c-11ea-b9b9-000d3a38a36f,121,2.0,289.98,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
8d18a236-2485-11ea-bf27-000d3a38a36f,102,3.0,279.96,3,2,1,32,about_to_sleep,[COCUK]
8d280312-4b35-11ea-a626-000d3a38a36f,87,3.0,277.45,3,2,1,32,about_to_sleep,"[COCUK, KADIN]"
8d53eac4-fefd-11e9-a5e8-000d3a38a36f,113,2.0,336.77,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, COCUK]"
8d54c2e2-a0d8-11e9-a2fc-000d3a38a36f,136,2.0,189.97,3,1,1,31,about_to_sleep,[ERKEK]
8d54cf34-1c17-11ea-ac4f-000d3a38a36f,106,2.0,279.98,3,1,1,31,about_to_sleep,[ERKEK]
8d7a3e5a-2a12-11ea-99b3-000d3a38a36f,98,2.0,945.39,3,1,4,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
8d7ce10e-1f00-11ea-81ff-000d3a38a36f,5,2.0,257.96999999999997,5,1,1,51,new_customers,"[ERKEK, KADIN]"
8d83f104-d60a-11e9-93bc-000d3a38a36f,91,3.0,461.92,3,2,3,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
8e139dee-673d-11ea-9d38-000d3a38a36f,275,18.0,2682.0299999999997,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
8e259008-6251-11ea-9d1a-000d3a38a36f,136,3.0,259.39,3,2,1,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
8e5ca6f2-a423-11e9-a2fc-000d3a38a36f,28,2.0,181.88,5,1,1,51,new_customers,"[ERKEK, KADIN, AKTIFSPOR]"
8e775c96-ad50-11e9-a2fc-000d3a38a36f,107,3.0,510.86,3,2,3,32,about_to_sleep,"[ERKEK, KADIN, AKTIFSPOR]"
8e8063a4-acbf-11e9-a2fc-000d3a38a36f,132,2.0,261.81,3,1,1,31,about_to_sleep,"[ERKEK, COCUK, AKTIFSPOR]"
8e8ea862-1860-11ea-9213-000d3a38a36f,287,7.0,1377.24,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK]"
8eaa232c-5ec8-11ea-be5b-000d3a38a36f,8,2.0,248.36,5,1,1,51,new_customers,[ERKEK]
8eb86ad8-aee0-11e9-a2fc-000d3a38a36f,128,3.0,285.97,3,2,1,32,about_to_sleep,"[ERKEK, AKTIFSPOR]"
8ed1e16e-a50a-11e9-a2fc-000d3a38a36f,136,2.0,244.96999999999997,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
8ee5ed26-194f-11ea-b6a2-000d3a38a36f,155,11.0,673.35,2,5,4,25,cant_loose,"[ERKEK, COCUK]"
8f11507e-a8ca-11e9-a2fc-000d3a38a36f,88,3.0,574.9300000000001,3,2,3,32,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
8f1d7934-3859-11ea-85d6-000d3a38a36f,134,2.0,248.14999999999998,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, KADIN]"
8f25fc60-9f5e-11e9-a2fc-000d3a38a36f,117,3.0,350.97,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, AKTIFSPOR]"
8f2931c8-ab10-11ea-b736-000d3a38a36f,7,2.0,348.46999999999997,5,1,2,51,new_customers,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
8f3cb782-9d07-11ea-a27a-000d3a38a36f,96,2.0,687.9100000000001,3,1,4,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
8f413578-567b-11ea-b9b9-000d3a38a36f,125,2.0,107.47999999999999,3,1,1,31,about_to_sleep,"[ERKEK, AKTIFSPOR]"
8f466e4a-a739-11e9-a2fc-000d3a38a36f,315,17.0,2047.31,1,5,5,15,cant_loose,"[AKTIFCOCUK, COCUK, KADIN]"
8f4827ce-f1c2-11ea-bde9-000d3a38a36f,14,2.0,183.97,5,1,1,51,new_customers,"[ERKEK, AKTIFSPOR]"
8f537b44-8ae0-11eb-84a8-000d3a38a36f,31,2.0,876.4,5,1,4,51,new_customers,"[ERKEK, KADIN]"
8f775632-b05b-11ea-b736-000d3a38a36f,106,2.0,589.93,3,1,3,31,about_to_sleep,[ERKEK]
8fce8e24-a31f-11e9-a2fc-000d3a38a36f,240,7.0,648.29,1,5,3,15,cant_loose,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
903ec8b4-bbbb-11ea-a0c9-000d3a38a36f,86,2.0,310.97,3,1,2,31,about_to_sleep,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
90f8249a-a6fd-11e9-a2fc-000d3a38a36f,201,8.0,1111.36,2,5,5,25,cant_loose,"[AKTIFCOCUK, COCUK]"
910432aa-8e35-11eb-abb9-000d3a38a36f,27,2.0,317.35,5,1,2,51,new_customers,[COCUK]
91212c22-ad43-11e9-a2fc-000d3a38a36f,112,2.0,129.98,3,1,1,31,about_to_sleep,[ERKEK]
912bd806-9898-11eb-9c47-000d3a38a36f,26,2.0,473.36,5,1,3,51,new_customers,[ERKEK]
912f6d8e-5bdd-11ea-ba71-000d3a38a36f,88,3.0,389.95000000000005,3,2,2,32,about_to_sleep,"[AKTIFCOCUK, KADIN]"
91567148-fef6-11e9-a5e8-000d3a38a36f,252,17.0,2270.0299999999997,1,5,5,15,cant_loose,"[AKTIFCOCUK, ERKEK]"
91eaf398-a5c0-11e9-a2fc-000d3a38a36f,235,14.0,1957.06,1,5,5,15,cant_loose,"[ERKEK, KADIN, AKTIFSPOR]"
92048f9a-3fae-11eb-806e-000d3a38a36f,86,3.0,496.58000000000004,3,2,3,32,about_to_sleep,[ERKEK]
920a0224-d621-11e9-93bc-000d3a38a36f,102,2.0,159.98,3,1,1,31,about_to_sleep,[ERKEK]
922d71f4-a7d3-11e9-a2fc-000d3a38a36f,189,8.0,860.65,2,5,4,25,cant_loose,[COCUK]
9249febe-9f63-11e9-a2fc-000d3a38a36f,253,23.0,2431.78,1,5,5,15,cant_loose,"[ERKEK, KADIN]"
92650e9c-c821-11ea-a167-000d3a38a36f,86,2.0,220.48,3,1,1,31,about_to_sleep,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
927df6aa-f121-11e9-9346-000d3a38a36f,120,3.0,439.47,3,2,2,32,about_to_sleep,[ERKEK]
9296abbc-712f-11ea-adca-000d3a38a36f,148,22.0,2734.53,2,5,5,25,cant_loose,"[ERKEK, KADIN]"
92dd7ba2-ac25-11e9-a2fc-000d3a38a36f,188,8.0,1009.9200000000001,2,5,4,25,cant_loose,"[COCUK, AKTIFSPOR]"
